Symbol,Name,Index,Description,Category,Provider,Expense_Ratio,Dividend,Div_Yield,Market_Cap,Shares,Avg_Vol,Beta,Asset,Size,Style,Region,Sector,Leveraged,Inverse,Top_Holdings,Chart
ELV,SPDR DJ Wilshire Large Cap Value ET,Dow Jones U.S. Large-Cap Value Total Stock Market Index,"The Dow Jones U.S. Large-Cap Value Total Stock Market Index is a subset of the Dow Jones U.S. Total Stock Market index, which measures all U.S. equity securities with readily available prices. It includes stocks among the largest 750 that demonstrate value style characteristics. The index is float-adjusted market-cap weighted.",Large Cap Value Equities,State Street,0.200%,$0.38,2.7600%,$101.03,2,"10,881",1,Equity,Large-Cap,Value,U.S.,,,,
EMB,iShares JP Morgan Em Bond Fd,JPMorgan EMBI Global Core Index,"The index is a broad, diverse U.S. dollar denominated emerging markets debt benchmark that tracks the total return of actively traded debt instruments in emerging market countries.",Emerging Markets Bonds,iShares,0.600%,$0.46,5.0500%,"$1,391.85",13,"182,316",0,Bond,,,,,,,
EMFN,MSCI Emerging Markets Financials Sector Index Fund,MSCI Emerging Markets Financials Index,"The index is a free float-adjusted, market capitalization-weighted index designed to measure the combined equity market performance of the financials sector of emerging markets countries. Component securities include those of banks, diversified financial companies, insurance companies, and real estate companies.",Emerging Markets Equities,iShares,0.7200%,$0,0%,$2.45,0,"2,816",0,Equity,Large-Cap,,Emerging Markets,Financial,,,
EMG,SPDR DJ Wilshire Mid Cap Growth ETF,Dow Jones U.S. Mid-Cap Growth Total Stock Market Index,The Dow Jones U.S. Mid-Cap Growth Total Stock Market index is a float-adjusted market capitalization weighted index that reflects the shares of securities of the mid cap portion of the Dow Jones U.S. Total Stock Market index actually available to investors in the marketplace.,Mid Cap Growth Equities,State Street,0.2500%,$0.05,0.5300%,$64.82,1,"15,856",1,Equity,Mid-Cap,Growth,U.S.,,,,
EMIF,S&P Emerging Markets Infrastructure Index Fund,S&P Emerging Markets Infrastructure Index,The Index is designed to measure the performance of the infrastructure sector of emerging equity markets.,Emerging Markets Equities,iShares,0.7500%,$0.03,0.0900%,$51.89,2,"19,532",0,Equity,Large-Cap,,Emerging Markets,Utilities,,,
EMM,SPDR DJ Wilshire Mid Cap ETF,Dow Jones U.S. Mid-Cap Total Stock Market Index,The Dow Jones U.S. Mid-Cap Total Stock Market index is a float-adjusted market capitalization weighted index that reflects the shares of securities of the mid cap portion of the Dow Jones U.S. Total Stock Market index actually available to investors in the marketplace. The Mid-Cap Index includes the components ranked 501-1000 by full market capitalization.,Mid Cap Blend Equities,State Street,0.2500%,$0.16,1.4400%,$48.5,1,"18,489",1,Equity,Mid-Cap,Blend,U.S.,,,,
EMMT,MSCI Emerging Markets Materials Sector Index Fund ,MSCI Emerging Markets Materials Index,"The index is a free float-adjusted, market capitalization-weighted index designed to measure the combined equity market performance of the materials sector of emerging markets countries. Component securities include those of chemical companies, construction materials companies, containers and packaging companies, metals and mining companies, and paper and forest products companies.",Emerging Markets Equities,iShares,0.7200%,$0,0%,$5.49,0,"3,211",0,Equity,Large-Cap,,Emerging Markets,Materials,,,
EMT,EG Shares Dow Jones Emerging Markets Metals & Mining Titans Index Fund,Dow Jones Emerging Markets Metals & Mining Titans Index,"The Dow Jones Emerging Markets Metals & Mining Titans Index focuses on the largest publicly-traded mining companies involved in industrial and precious metals exploration, extraction and production within the emerging world.",Emerging Markets Equities,EG Shares,0.8500%,$0,0%,$24.32,0,"5,793",0,Equity,,,Emerging Markets,Industrial,,,
EMV,SPDR DJ Wilshire Mid Cap Value ETF,Dow Jones U.S. Mid-Cap Value Total Stock Market Index,The Dow Jones U.S. Mid-Cap Value Total Stock Market index is a float-adjusted market capitalization weighted index that reflects the shares of securities of the mid cap portion of the Dow Jones U.S. Total Stock Market index actually available to investors in the marketplace.,Mid Cap Value Equities,State Street,0.2500%,$0.3,2.400%,$20.99,0,"5,573",1,Equity,Mid-Cap,Value,U.S.,,,,
ENY,Claymore/SWM Canadian Energy Income Index ETF,Sustainable Canadian Energy Income Index,"The Index is comprised of approximately 30 stocks selected, based on investment and other criteria, from a universe of companies listed on the Toronto Stock Exchange, NYSE AMEX, NASDAQ or NYSE. Stocks are selected using criteria as identified by Sustainable Wealth Management, Ltd, the Fund's index provider, from a universe of companies including over 25 TSX listed Canadian royalty trusts and 20 oil sands resource producers that are classified as oil and gas producers. The Index is designed to combine the most profitable and liquid Canadian royalty trusts with the most highly focused and fastest growing oil sands producers using a tactical asset allocation model based on the trend in crude oil prices.",Energy Equities,Claymore,0.6500%,$0.11,3.7900%,$74.49,5,"51,079",1,Equity,,,Canada,Energy,,,
EPI,WisdomTree India Earnings Fund,WisdomTree India Earnings Index,The WisdomTree India Earnings Index is a fundamentally weighted index that measures the performance of companies incorporated and traded in India that are profitable and that are eligible to be purchased by foreign investors as of the index measurement date.,Emerging Markets Equities,Wisdom Tree,0.8800%,$0.07,0.1200%,$845.97,36,"1,663,020",1,Equity,,,India,,,,
EPP,iShares MSCI Pacific Ex-Japan Index Fund,MSCI Pacific ex-Japan Index,"The index measures the performance of the Australian, Hong Kong, New Zealand, and Singapore equity markets.",Asia Pacific Equities,iShares,0.500%,$0.56,3.2700%,"$3,402.82",89,"1,611,570",1,Equity,,,Pacific ex-Japan,,,,
EPS,WisdomTree Earnings 500 Fund,WisdomTree Earnings 500 Index,The WisdomTree Earnings 500 Index is a fundamentally weighted index that measures the performance of earnings-generating companies within the large-capitalization segment of the U.S. Stock Market. Companies in the index are incorporated and listed in the U.S and have generated positive cumulative earnings over their most recent four fiscal quarters prior to the index measurement date. The index is comprised of the 500 largest companies ranked by market capitalization in the WisdomTree Earnings Index.,Large Cap Value Equities,Wisdom Tree,0.2800%,$0.19,2.200%,$73.07,2,"11,377",1,Equity,Large-Cap,Value,U.S.,,,,
EPU,iShares MSCI All Peru Capped Index Fund,MSCI All Peru Capped Index,The index measures the performance of the Peruvian equity market.,Latin America Equities,iShares,0.6300%,$0.06,0%,$177.97,5,"82,781",0,Equity,,,Peru,,,,
EPV,ProShares UltraShort MSCI Europe ETF,MSCI Europe Index (-200%),"ProShares UltraShort MSCI Europe seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the MSCI Europe Index.",Leveraged Equities,ProShares,0.9500%,$0,0%,$155.68,7,"612,139",0,Equity,,,Europe,,2x,Yes,
EQL,ALPS Equal Sector Weight ETF,Bank of America Securities - Merrill Lynch Equal Sector Weight Index,The index is comprised in equal proportions of the nine Select Sector SPDR Indexes.,Large Cap Blend Equities,ALPS,0.5500%,$0.13,0%,$31.77,1,"17,477",0,Equity,Large-Cap,Blend,U.S.,,,,
ERO,iPath EUR/USD Exchange Rate ETN,Euro,"The EUR/USD exchange rate is a foreign exchange spot rate that measures the relative values of two currencies, the euro and the U.S. dollar.",Currency,Barclays iPath,0.400%,$0,0%,$5.53,0,"2,040",0,Currency,,,,,,,
ERX,Direxion Energy Bull 3X Shares,Russell 1000 Energy Index (300%),"The Russell Energy Sector consists of energy-related businesses, such as oil companies involved in the exploration, production, servicing, drilling and refining processes, and companies primarily involved in the production and mining of coal and other fuels used in the generation of consumable energy. Also included are gas distribution, gas pipeline and other such companies.",Leveraged Equities,Direxion,0.9400%,$0.05,0.2200%,$258.73,9,"4,139,010",2,Equity,,,U.S.,Energy,3x,,
ERY,Direxion Energy Bear 3X Shares,Russell 1000 Energy Index (-300%),"The Russell Energy index consists of energy-related businesses, such as oil companies involved in the exploration, production, servicing, drilling and refining processes, and companies primarily involved in the production and mining of coal and other fuels used in the generation of consumable energy. Also included are gas distribution, gas pipeline and other such companies.",Leveraged Equities,Direxion,0.9500%,$0,0%,$32.71,1,"3,845,620",-1,Equity,,,U.S.,Energy,3x,Yes,
ESR,MSCI Emerging Markets Eastern Europe Index Fund,MSCI Emerging Markets Eastern Europe Index,The index measures the performance of equity markets in emerging European countries.,Emerging Markets Equities,iShares,0.7200%,$0.14,0%,$12.35,1,"13,450",0,Equity,Large-Cap,Blend,Emerging Markets,,,,
EU,WisdomTree Dreyfus Euro Fund,Euro,"The EUR/USD exchange rate is a foreign exchange spot rate that measures the relative values of two currencies, the euro and the U.S. dollar.",Currency,Wisdom Tree,0.3500%,$0.29,5.7600%,$12.79,1,"8,971",0,Currency,,,,,,,
EUFN,MSCI Europe Financials Sector Index Fund,MSCI Europe Financials Index,"The index is a free float-adjusted, market capitalization-weighted index designed to measure the combined equity market performance of the financials sector of developed and market countries in Europe. Component securities include those of banks, diversified financial companies, insurance companies, and real estate companies.",Europe Equities,iShares,0.4800%,$0,0%,$4.09,0,"10,375",0,Equity,Large-Cap,,Europe,Financial,,,
EUM,ProShares Short MSCI Emerging Markets,MSCI Emerging Markets Index (-100%),"ProShares Short MSCI Emerging Markets seeks daily investment results, before fees and expenses, that correspond to the inverse (opposite) of the daily performance of the MSCI Emerging Markets Index",Inverse Equities,ProShares,0.9500%,$0.01,0%,$286.52,8,"161,642",-1,Equity,,,Emerging Markets,,,Yes,
EUO,ProShares UltraShort Euro,Euro (-200%),"ProShares UltraShort Euro seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the U.S. Dollar price of the Euro.",Leveraged Currency,ProShares,0.9500%,$0,0%,$496.5,21,"1,375,170",0,Currency,,,,,2x,Yes,
EUSA,MSCI USA Index Fund,MSCI USA Index,The index is a market capitalization weighted index designed to measure the performance of equity securities in the top 85% by market capitalization of equity securities listed on stock exchanges in the United States.,All Cap Equities,iShares,0.1500%,$0.07,0%,$2.24,0,"3,815",0,Equity,Multi-Cap,Blend,U.S.,,,,
EVX,Market Vectors Environment Index ETF Fund,NYSE Arca Environmental Services Index,"The Index provides exposure to publicly traded companies that engage in business activities that may benefit from the global increase in demand for consumer waste disposal, removal and storage of industrial by-products, and the management of associated resources.",Miscellaneous Sector Equities,Van Eck,0.5500%,$0.38,1.2500%,$25.88,1,"4,473",1,Equity,,,U.S.,Environmental,,,
EWA,iShares MSCI Australia Index Fund,MSCI Australia Index,The index measures the performance of the Australian equity market.,Asia Pacific Equities,iShares,0.5200%,$0.2,3.2300%,"$2,271.4",111,"6,083,570",1,Equity,,,Australia,,,,
EWC,iShares MSCI Canada Index Fund,MSCI Canada Index,The index measures the performance of the Canadian equity market.,Foreign Large Cap Equities,iShares,0.5200%,$0.18,0.6800%,"$3,391.57",129,"4,019,410",1,Equity,Large-Cap,Value,Canada,,,,
EWD,iShares MSCI Sweden Index Fund,MSCI Sweden Index,The index measures the performance of the Swedish equity market.,Europe Equities,iShares,0.5100%,$0.55,3.5700%,$192.12,8,"250,625",1,Equity,,,Sweden,,,,
EWG,iShares MSCI Germany Index Fund,MSCI Germany Index,The index measures the performance of the German equity market.,Europe Equities,iShares,n/a,$0.29,5.4700%,"$1,222.01",62,"2,348,500",1,Equity,,,Germany,,,,
EWH,iShares MSCI Hong Kong Index Fund,MSCI Hong Kong Index,The index measures the performance of the Hong Kong equity market.,China Equities,iShares,0.5200%,$0.28,2.2700%,"$1,556.07",101,"6,497,830",1,Equity,,,Hong Kong,,,,
EWI,iShares MSCI Italy Index Fund,MSCI Italy Index,The index measures the performance of the Italian equity market.,Europe Equities,iShares,0.5200%,$0.23,2.7700%,$67.38,4,"241,525",1,Equity,,,Italy,,,,
EWJ,iShares MSCI Japan Index Fund,MSCI Japan Index,The index measures the performance of the Japanese equity market.,Japan Equities,iShares,0.5200%,$0.07,1.0400%,"$4,970.88",518,"23,711,900",1,Equity,,,Japan,,,,
EWK,iShares MSCI Belgium Index Fund,MSCI Belgium Investable Market Index,The index measures the performance of the Belgian equity market.,Europe Equities,iShares,0.5200%,$0.15,3.1900%,$45.9,4,"284,386",1,Equity,,,Belgium,,,,
EWL,iShares MSCI Switzerland Index Fund,MSCI Switzerland Index,The index measures the performance of the Swiss equity market.,Europe Equities,iShares,0.5200%,$0.32,2.4800%,$378.9,18,"229,087",1,Equity,,,Switzerland,,,,
EWM,iShares MSCI Malaysia Index Fund,MSCI Malaysia Index,The index measures the performance of the Malaysian equity market.,Asia Pacific Equities,iShares,0.5200%,$0.11,1.7100%,$585.25,49,"1,754,260",0,Equity,,,Malaysia,,,,
EWN,iShares MSCI Netherlands Index Fund,MSCI Netherlands Investable Market Index,The index measures the performance of the Dutch equity market.,Europe Equities,iShares,0.5200%,$0.27,3.3200%,$131.34,7,"134,747",1,Equity,,,Netherlands,,,,
EWO,iShares MSCI Austria Index Fund,MSCI Austria Investable Market Index,The index measures the performance of the Austrian equity market.,Europe Equities,iShares,0.5200%,$0.17,3.6400%,$116.62,7,"184,397",1,Equity,,,Austria,,,,
EWP,iShares MSCI Spain Index Fund,MSCI Spain Index,The index measures the performance of the Spanish equity market.,Europe Equities,iShares,0.5200%,$1.04,4.4100%,$134.64,4,"351,254",1,Equity,,,Spain,,,,
EWQ,iShares MSCI France Index Fund,MSCI France Index,The index measures the performance of the French equity market.,Europe Equities,iShares,0.5200%,$0.48,4.7400%,$294.08,14,"411,875",1,Equity,,,France,,,,
EWS,iShares MSCI Singapore Index Fund,MSCI Singapore Index,The index measures the performance of the Singaporean equity market.,Asia Pacific Equities,iShares,0.5500%,$0.12,1.100%,"$1,482.43",125,"3,780,700",1,Equity,,,Singapore,,,,
EWT,iShares MSCI Taiwan Index Fund,MSCI Taiwan Index,The index measures the performance of the Taiwanese equity market.,Asia Pacific Equities,iShares,0.6300%,$0.21,1.7300%,"$2,908.8",242,"14,123,900",1,Equity,,,Taiwan,,,,
EWU,iShares MSCI United Kingdom Index Fund,MSCI United Kingdom Index,The index measures the performance of the British equity market.,Europe Equities,iShares,0.5200%,$0.25,3.2300%,$965.93,67,"1,801,400",1,Equity,,,United Kingdom,,,,
EWV,ProShares UltraShort MSCI Japan,MSCI Japan Index (-200%),"ProShares UltraShort MSCI Japan seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the MSCI Japan Index.",Leveraged Equities,ProShares,0.9500%,$0.03,0%,$14.08,0,"10,421",-2,Equity,,,Japan,,2x,Yes,
EWW,iShares MSCI Mexico Index Fund,MSCI Mexico Investable Market Index,The index measures the performance of the Mexican equity market.,Latin America Equities,iShares,0.5200%,$0.24,0.7600%,"$1,483.81",30,"3,648,440",1,Equity,,,Mexico,,,,
EWX,SPDR S&P Emerging Markets Small Cap ETF,S&P Emerging Markets Under USD2 Billion Index,The S&P  Emerging Markets Under USD2 Billion Index is a float adjusted market cap weighted index that represents the small capitalization segment of emerging countries included in the S&P Global BMI Index. The Global BMI Index captures the full universe of institutionally investable stocks in developed and emerging markets with float-adjusted market capitalizations of at least $100 million.,Emerging Markets Equities,State Street,0.6500%,$0.12,0.4300%,$268.13,6,"158,062",1,Equity,Small-Cap,Blend,Emerging Markets,,,,
EWY,iShares MSCI South Korea Index Fund,MSCI Korea Index,The index measures the performance of the South Korean equity market.,Asia Pacific Equities,iShares,0.6300%,$0.27,0.8500%,"$3,323.87",70,"4,268,980",1,Equity,,,South Korea,,,,
EWZ,iShares MSCI Brazil Index Fund,MSCI Brazil Index,The index measures the performance of the Brazilian equity market.,Latin America Equities,iShares,0.6300%,$0.28,1.2200%,"$9,739.06",144,"21,449,400",2,Equity,,,Brazil,,,,
EXB,Claymore/Clear Global Exchanges Brokers and Asset,"Beacon Global Exchanges, Brokers & Asset Managers Index","The Index is comprised of approximately 100 equity securities traded on global exchanges, including master limited partnerships, as well as American depositary receipts and global depositary receipts of companies that operate a security exchange or brokerage/asset management firm as a primary business. The companies in the Index are intended to be representative of the highest ranking stocks in the global universe of companies engaged in these businesses as determined through independent research provided by the index provider.",Financials Equities,Claymore,0.6500%,$0.35,5.8900%,$2.72,0,"1,634",2,Equity,,,Global/Multi-Region,Financial,,,
EXI,iShares S&P Global Industrials Sector Index Fund,S&P Global Industrials Index,The index measures the performance of the industrials sector of global equity markets.,Industrials Equities,iShares,0.4800%,$0.42,0.6500%,$183.55,4,"33,584",1,Equity,,,Global/Multi-Region,Industrial,,,
EXT,WisdomTree Total Earnings Fund,WisdomTree Earnings Index,The WisdomTree Earnings Index is a fundamentally weighted index that measures the performance of earnings-generating companies within the broad U.S. Stock Market. Companies in the index are incorporated and listed in the U.S and have generated positive cumulative earnings over their most recent four fiscal quarters prior to the index measurement date. The index is earnings-weighted in December to reflect the proportionate share of the aggregate earnings each component company has generated. Companies with greater earnings generally have larger weights in the index.,Large Cap Value Equities,Wisdom Tree,0.2800%,$0.18,1.9700%,$43.96,1,"11,681",1,Equity,Large-Cap,Value,U.S.,,,,
EZA,iShares MSCI South Africa Index Fund,MSCI South Africa Index,The index measures the performance of the South African equity market.,Emerging Markets Equities,iShares,0.6300%,$0.27,3.4900%,$474.52,8,"323,572",1,Equity,,,South Africa,,,,
EZJ,ProShares Ultra MSCI Japan,MSCI Japan Index (200%),"ProShares Ultra MSCI Japan seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the MSCI Japan Index.",Leveraged Equities,ProShares,0.9500%,$0,0%,$9.07,0,"4,791",0,Equity,,,Japan,,2x,,
EZM,WisdomTree MidCap Earnings Fund,WisdomTree MidCap Earnings Index,The WisdomTree MidCap Earnings Index is a fundamentally weighted index that measures the performance of earnings-generating companies within the mid-capitalization segment of the U.S. Stock Market. The index is comprised of the companies in the top 75% of the market capitalization of the WisdomTree Earnings Index after the 500 largest companies have been removed.,Mid Cap Value Equities,Wisdom Tree,0.3800%,$0.1,0.8200%,$62.22,1,"22,553",1,Equity,Mid-Cap,Value,U.S.,,,,
EZU,iShares MSCI EMU Index Fund,MSCI EMU Index,The index measures the performance of equity markets of the EMU member countries: those members of the European Union who have adopted the Euro as its currency.,Europe Equities,iShares,0.5200%,$0.64,4.7800%,$656.88,21,"488,629",1,Equity,,,Europe,,,,
EZY,WisdomTree Low P/E Fund,WisdomTree LargeCap Value Index,"The WisdomTree LargeCap Value Index is a fundamentally weighted index that measures the performance of large-cap value companies. The Index consists of U.S. companies that have positive cumulative earnings over the past four fiscal quarters and that meet WisdomTree's market capitalization, liquidity, and other requirements as of the Index measurement date. For these purposes, ""earnings"" are determined using a company's reported net income, excluding special items, applicable to common shareholders.",Large Cap Value Equities,Wisdom Tree,0.3800%,$0.12,2.0800%,$28.19,1,"5,577",4,Equity,Large-Cap,Value,U.S.,,,,
FAA,Claymore/NYSE Arca Airline ETF,NYSE Arca Global Airline Index,The Index is a modified equal-dollar weighted Index designed to measure the performance of highly capitalized and liquid U.S. and international passenger airline companies identified as being in the airline industry and listed on developed and emerging global market exchanges.,Transportation Equities,Claymore,0.6500%,$0,0%,$40.3,1,"38,902",1,Equity,,,Global/Multi-Region,Transportation,,,
FAB,First Trust Multi Cap Value AlphaDEX Fund,Defined Multi Cap Value Index,"The Defined Multi Cap Value Index is an ""enhanced"" index created and administered by Standard & Poor's which selects stocks from the S&P Composite 1500/Citigroup Value Index.",All Cap Equities,First Trust,0.700%,$0.16,1.1600%,$21.41,1,"16,171",1,Equity,Multi-Cap,Value,U.S.,,,,
FAD,First Trust Multi CG AlphaDEX,Defined Multi Cap Growth Index,"The Defined Multi Cap Growth Index is an ""enhanced"" index created and administered by Standard & Poor's which selects stocks from the S&P Composite 1500/Citigroup Growth Index.",All Cap Equities,First Trust,0.700%,$0.04,0.300%,$7.32,0,"5,626",1,Equity,Multi-Cap,Growth,U.S.,,,,
FAN,First Trust ISE Global Wind Energy ETF,ISE Global Wind Energy Index,Companies in the index universe that are identified as providing goods and services exclusively to the wind energy industry are given an aggregate weight of 66.67% of the index. Those companies determined to be significant participants in the wind energy industry despite not being exclusive to such industry are given an aggregate weight of 33.33% of the index.,Energy Equities,First Trust,0.600%,$0.09,0.7500%,$56.89,5,"49,967",1,Equity,,,Global/Multi-Region,Energy,,,
FAS,Direxion Financial Bull 3X Shares,Russell 1000 Financial Services Index (300%),The Russell 1000 Financial Services Index is a capitalization-weighted index of companies that provide financial services.,Leveraged Equities,Direxion,0.9500%,$0.01,0.2700%,"$1,372.26",62,"72,650,500",3,Equity,,,U.S.,Financial,3x,,
FAZ,Direxion Financial Bear 3X Shares,Russell 1000 Financial Services Index (-300%),The Russell 1000 Financial Services Index is a capitalization-weighted index of companies that provide financial services.,Leveraged Equities,Direxion,0.9400%,$0,0%,$932.85,63,"71,418,200",-3,Equity,,,U.S.,Financial,3x,Yes,
FBT,First Trust Amex Biotech Index Fund,NYSE Arca Biotechnology Index,The NYSE Arca Biotechnology Index is an equal dollar weighted index designed to measure the performance of a cross section of companies in the biotechnology industry that are primarily involved in the use of biological processes to develop products or provide services,Health & Biotech Equities,First Trust,0.600%,$0,0%,$129.83,4,"100,821",1,Equity,,,U.S.,Health & Biotech,,,
FCG,First Trust ISE-Revere Natural Gas,ISE-Revere Natural Gas Index,The ISE-Revere Natural Gas Index is an equal-weighted index comprised of exchange-listed companies that derive a substantial portion of their revenues from the exploration and production of natural gas.,Energy Equities,First Trust,0.600%,$0.04,1.300%,$357.82,22,"881,788",1,Equity,,,U.S.,Energy,,,
FCHI,iShares FTSE China (HK Listed) Index Fund,FTSE China (HK Listed) Index,The index measures the performance of large and mid cap Chinese companies available to international investors.,China Equities,iShares,0.7400%,$0.54,0.5600%,$56.38,1,"11,205",1,Equity,,,China,,,,
FCV,FaithShares Catholic Values ETF,FaithShares Catholic Values Index,"The CV Index is designed to measure the performance of U.S. large capitalization companies that operate in accordance with the U.S. Conference of Catholic Bishops' Socially Responsible Investment Guidelines. Companies considered for inclusion in the CV Index are evaluated based on their Catholic Values, which cover the following areas: respecting human life; promoting human dignity; reducing arms production; pursuing economic justice; protecting the environment; and encouraging corporate responsibility.",Large Cap Blend Equities,FaithShares,0.8700%,$0.05,0%,$2.56,0,"2,673",0,Equity,Large-Cap,Blend,U.S.,,,,
FDD,First Trust Dow Jones STOXX Select Dividend 30 Index Fund,Dow Jones STOXX Select Dividend 30 Index,The Index is a dividend weighted index of 30 stocks selected from the Dow Jones STOXX 600 Index which includes high-dividend yielding companies across 18 European countries.,Europe Equities,First Trust,0.600%,$0.3,11.6900%,$6.79,1,"3,186",1,Equity,,,Europe,,,,
FDL,First Trust Morningstar ETF,Morningstar Dividend Leaders Index,"The index consists of stocks listed on one of the three major exchanges, NYSE, NYSE Amex or the NASDAQ, that have shown dividend consistency and dividend sustainability. Real Estate Investment Trusts (REITs) are not included.",Large Cap Value Equities,First Trust,0.4500%,$0.17,2.9400%,$50.1,4,"21,285",1,Equity,Large-Cap,Value,U.S.,,,,
FDM,First Trust DJ Select MicroCap ETF,Dow Jones Select Microcap Index,"This index is designed to represent microcap stocks trading on the New York Stock Exchange, NYSE Amex and Nasdaq that are comparatively liquid and have strong fundamentals relative to the microcap segment as a whole.",Small Cap Blend Equities,First Trust,0.600%,$0.03,0.700%,$60.79,3,"47,195",1,Equity,Small-Cap,Blend,U.S.,,,,
FDN,First Trust DJ Internet Index Fund,Dow Jones Internet Index,"For a stock to be included in the selection universe for the index, a company must generate at least 50% of its annual sales/revenues from the Internet.",Technology Equities,First Trust,0.600%,$0.01,0%,$170.1,7,"179,547",1,Equity,,,U.S.,Technology,,,
FDV,First Trust DB Strategic Value ETF,Deutsche Bank CROCI US+ Index,The Deutsche Bank CROCI US+ Index is intended to reflect the total return performance of the forty shares in the Selection Pool with the lowest positive CROCI Economic Price Earnings Ratios. The Selection Pool is determined by taking the 251 shares with the highest Market Capitalization in the S&P 500 Index and then excluding from that initial pool of 251 shares any shares issued by financial companies.,Large Cap Value Equities,First Trust,0.6500%,$0.2,1.5600%,$36.14,2,"19,161",1,Equity,Large-Cap,Value,U.S.,,,,
FEFN,MSCI Far East Financials Sector Index Fund,MSCI Far East Financials Index,"The index is a free float-adjusted, market capitalization-weighted index designed to measure the combined equity market performance of the financials sector of developed market countries in the Far East region. Component securities include those of banks, diversified financial companies, insurance companies, and real estate companies.",Asia Pacific Equities,iShares,0.4800%,$0,0%,$2.26,0,865,0,Equity,Large-Cap,,Asia,Financial,,,
FEU,SPDR DJ STOXX 50 Etf,Dow Jones STOXX 50,"The Dow Jones STOXX 600 TMI Supersector Indexes are subsets of the pan-European Dow Jones STOXX Total Market Index and contain 600 of the largest stocks traded on the major exchanges in Europe. The Dow Jones STOXX 50 Index is a free float, market capitalization weighted index that captures approximately 60% of the underlying market capitalization of the pan-European Dow Jones STOXX Total Market Index. The Dow Jones STOXX Total Market Index covers approximately 95% of the free-float market capitalization of the investable universe in Europe.",Europe Equities,State Street,0.2900%,$0.12,7.1200%,$39.65,1,"10,406",1,Equity,Large-Cap,,Europe,,,,
FEX,First Trust Large Cap Core AlphaDEX,Defined Large Cap Core Index,The index is an enhanced index created and administered by S&P which employs the AlphaDEX stock selection methodology to select stocks from the S&P 500 Index.,Large Cap Blend Equities,First Trust,0.700%,$0.1,0.9800%,$53.28,2,"35,678",1,Equity,Large-Cap,Blend,U.S.,,,,
FEZ,SPDR DJ Euro STOXX 50 Etf,Dow Jones EURO STOXX 50 Index,"The Dow Jones EURO STOXX TMI Supersector Indexes represent the Eurozone portion of the Dow Jones EURO STOXXTotal Market Index. The Dow Jones EURO STOXX 50 Index is a free float, market capitalization weighted index that captures approximately 60% of the underlying market capitalization of the Dow Jones EURO STOXX Total Market Index. The Dow Jones EURO STOXX Total Market Index covers approximately 95% of the free-float market capitalization of the investable universe in the Eurozone.",Europe Equities,State Street,0.2900%,$0.86,10.8600%,$149.73,4,"65,378",1,Equity,Large-Cap,,Europe,,,,
FFR,First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund,FTSE EPRA/NAREIT Developed Index,"The Index is designed to measure the stock performance of companies engaged in specific real estate activities of the North American, European and Asian real estate markets. Relevant real estate activities are defined as the ownership, trading and development of income-producing real estate.",Global Real Estate,First Trust,0.600%,$0.38,3.1700%,$38.99,1,"13,463",1,Real Estate,,,,,,,
FGD,First Trust DJ Global Select Dividend,Dow Jones Global Select Dividend Index,"The Index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed market portion of the Dow Jones World Index, subject to certain buffers designed to limit turnover.",Global Equities,First Trust,0.600%,$0.34,6.0500%,$25.45,1,"20,899",1,Equity,Mid-Cap,Value,Global/Multi-Region,,,,
FIO,iShares FTSE NAREIT Industrial/Office Index Fund,FTSE NAREIT Industrial/Office Capped Index,The index measures the performance of the industrial and office real estate sector of the U.S. equity market.,Real Estate,iShares,0.4800%,$0.17,2.100%,$7.99,0,"8,004",2,Real Estate,,,,,,,
FIVZ,PIMCO 3-7 Year U.S. Treasury Index Fund,BofA Merrill Lynch 3-7 Year US Treasury Index,The BofA Merrill Lynch 3-7 Year US Treasury Index is an unmanaged index that tracks the performance of the direct Sovereign debt of the U.S. Government with at least $1 billion in outstanding face value and a remaining term to final maturity of at least 3 years and less than 7 years. It is not possible to invest directly in an unmanaged index.,Government Bonds,PIMCO,0.1500%,$0.13,0%,$51.78,1,"6,433",0,Bond,,,U.S.,,,,
FIW,First Trust ISE Water Index Fund,ISE Water Index,The ISE Water Index is a modified market capitalization-weighted index comprised of exchange-listed companies that derive a substantial portion of their revenues from the potable and wastewater industry.,Miscellaneous Sector Equities,First Trust,0.600%,$0.09,1.00%,$39.78,2,"17,272",1,Equity,,,Global/Multi-Region,Industrial,,,
FKL,FaithShares Lutheran Values Fund,FaithShares Lutheran Values Index,"The LV Index is designed to measure the performance of U.S. large capitalization companies that operate in accordance with the guidelines for social investing and shareholder advocacy recommended by various Lutheran denominations. The LV Index avoids companies involved in certain harmful products and services, nuclear military weaponry, and hazardous environmental impact.",Large Cap Blend Equities,FaithShares,0.8700%,$0.07,0%,$1.2,0,"2,575",0,Equity,Large-Cap,Blend,U.S.,,,,
